,Id,Name,State,Top Category,Creator,Location,Goal,Pledged,Backers,Duration in Days,Facebook Connected,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,Latitude,Longitude,region
1269,167546010,DONE WITH DEATH,failed,Publishing,David Babineau,Raleigh,5000,235,6,30,Yes,256.0,28,1,1.0,35.787322998,-78.6257591248,North Carolina
1270,178409101,Second installment of the Bear Whitman book series!,successful,Publishing,Brett Michael Wiscons,Zionsville,1499,1773,38,28,Yes,801.0,99,2,2.0,39.9464912415,-86.25866699219999,Indiana
1271,1675892352,Funky Free Weekly Newsstand,failed,Art,Adam Campbell,Fayetteville,800,208,4,30,Yes,830.0,0,2,1.0,36.050920486500004,-94.19250488280001,Arkansas
1272,174458734,Take My Life Please!,failed,Film & Video,Gary Youngman,Los Angeles,47000,8101,103,30,No,,0,1,0.0,34.018239975,-118.39637756350001,California
1273,787704403,The Rank & File Project,failed,Publishing,Caleb Henry,23462,7000,90,4,30,Yes,403.0,0,1,0.0,36.836411,-76.146538,Virginia
1274,2059847392,DooDoo's Revenge,successful,Film & Video,Sev DeMyers,Los Angeles,2500,2834,59,18,Yes,418.0,319,2,0.0,34.018239975,-118.39637756350001,California
1275,1613334960,WannaBeeStudio,failed,Art,Jane Adcock,Orcutt,55000,10,1,30,No,,0,1,0.0,34.856895446799996,-120.43432617190001,California
1276,1782898490,"The Stoner's Guide to Munching,a cookbook for bare cupboards",failed,Publishing,The Stoners Guide to Munching,Detroit,2000,100,2,30,Yes,586.0,247,1,0.0,42.3546390533,-83.1028404236,Michigan
1278,526836623,HARBOR DISH - A Community Café,successful,Food,Harbor Dish,Safety Harbor,5000,5087,38,32,No,,6,1,0.0,27.9933786392,-82.69173049930001,Florida
1279,1719143564,SPACEY. an art & literature magazine.,failed,Publishing,Mauro Carichini,Manhattan,25000,335,12,30,Yes,357.0,0,1,0.0,40.7629089355,-73.969039917,New York
1280,1454595286,AURISONICS // ROCKETS: Next gen IEMs Made in USA,successful,Technology,Dale Lott,Nashville,20000,209132,1218,30,Yes,292.0,120,1,2.0,36.1912117004,-86.7920761108,Tennessee
1281,1444766805,Adventure-Pom Road Trip! Captain Henry Gingersnaps,failed,Publishing,Thomas Ray Publishing L.L.C.,Emeryville,1000,68,7,30,Yes,125.0,0,1,1.0,37.8321552277,-122.318687439,California
1282,751749963,Dog Sees God - Presented by USC Upstate,successful,Theater,V.E.L.C.R.O,Spartanburg,500,500,9,15,Yes,540.0,107,1,0.0,34.941339492800005,-81.95064544680001,South Carolina
1283,2002251310,MyKasulBot - The Microphone Robot,failed,Music,Shawn Myers,Nanticoke,1500,30,3,14,Yes,704.0,51,2,0.0,41.2082595825,-76.0024528503,Pennsylvania
1284,1541570569,The Beginning!,successful,Music,LeeBruh Greene,Memphis,350,419,24,45,Yes,514.0,14,2,0.0,35.126482009899995,-89.9317207336,Tennessee
1285,717138251,Gigging in Australia,successful,Music,"Jackie Modeste, ""Emilio's mom""",New York,6250,6690,57,30,No,,29,1,0.0,40.706577300999996,-73.8823738098,New York
1286,1941303140,Rexie Through Time-A Love Story For the Ages Children's Book,failed,Publishing,"Samuel Breidenbach, Ph.D",Tucson,2500,155,4,30,Yes,513.0,17,2,21.0,32.1805992126,-110.8912467957,Arizona
1287,378151398,H.S. Dropout Makes Millions then Dream Becomes a Nightmare..,failed,Film & Video,Oliver Maldonado An Underdog Story,Denver,22000,105,2,30,No,,0,1,0.0,39.773494720500004,-104.89710998540001,Colorado
1288,1330545113,Grow Your Congregation (Web Based Game),failed,Games,Elizabeth Randolph,Tampa,5000,110,7,30,No,,0,1,0.0,27.999587059,-82.4777145386,Florida
1289,1185407436,Magical PennyGems,successful,Games,Dave Howell,Walla Walla,4000,11789,265,21,Yes,298.0,0,4,36.0,46.0562210083,-118.3254890442,Washington
1290,200186771,COPACETIC new album from Jordan Copas,failed,Music,Jordan Copas,Johnson City,2000,639,20,30,Yes,4572.0,1,1,28.0,36.3246650696,-82.3846931458,Tennessee
1291,851365165,The Devil's Fugitive - Issue #1,failed,Comics,Michael W,Gaithersburg,8666,1298,25,30,No,,0,1,0.0,39.1422901154,-77.2087554932,Maryland
1292,228536295,BOX - A One-of-a-Kind Project 7 Contemporary Dance Show,successful,Dance,Cherrise Wakeham,Atlanta,3500,3631,48,26,No,,0,2,3.0,33.813949585,-84.41580963130001,Georgia
1293,1544163053,Publication of a Book based on Natures Tetrahedral Geometry,failed,Design,Jim Sawyer,Buffalo,7500,50,1,17,Yes,12.0,11,1,0.0,42.906599044800004,-78.8306770325,New York
1294,815783250,"""...The Last shall be first..."" LODB Lifestyle Project",failed,Fashion,Paradigm LLC,Waipahu,6500,37,3,56,No,,0,1,0.0,21.3854980469,-158.0154342651,Hawaii
1295,1601052593,"Something Terrible, by Dean Trippe",successful,Comics,Dean Trippe,Jefferson,6400,48270,1768,30,Yes,964.0,116,1,9.0,34.1168308258,-83.5918807983,Georgia
1296,2057069923,Sean Sullivan Photography - The Thrasher years - book,failed,Photography,Sean Sullivan,Auburn,15000,443,18,30,Yes,2056.0,0,1,0.0,38.9071769714,-121.06640625,California
1297,610103000,Stovetop Scents,failed,Crafts,Meredith Swisher,Akron,8000,10,2,30,No,,0,2,0.0,41.0893497467,-81.5187797546,Ohio
1298,77787744,Staffville,failed,Publishing,Dexter Hinkson,Iowa City,5000,45,3,30,Yes,5.0,2,1,0.0,41.6682434082,-91.5510559082,Iowa
1299,2018498016,The Anne Frank Project,failed,Theater,Dennis Wemm,Glenville,4500,811,13,28,Yes,251.0,0,1,0.0,38.9406337738,-80.8284988403,West Virginia
1300,120897537,Well of Sins: Of Chastity and Lust | Podcasts & Audiobook,failed,Publishing,"Rick, Bonnie, Matt & Stu",Minneapolis,5000,1200,21,30,Yes,115.0,3,1,0.0,45.023744583100004,-93.2645683289,Minnesota
1302,1950985232,"Museum re-creation for tourism in Riley, KS",failed,Theater,Keith Kraushaar,Riley,22000,120,2,30,Yes,268.0,59,1,0.0,39.2983169556,-96.8228874207,Kansas
1303,1198827028,"The Color of Love,       A Novel",failed,Publishing,Danny Bazil Riley,Florence,1200,125,2,30,No,,6,2,0.0,34.1992397308,-79.7781562805,South Carolina
1304,52621165,A Father's Love,failed,Publishing,Kadaron Sledge,San Antonio,5500,21,1,60,No,,0,1,0.0,29.4660415649,-98.50783920290002,Texas
1305,1128033723,"""Bayou Curious"" CD Duplication",successful,Music,Poor Man's Fortune,Austin,1500,2055,48,30,No,,0,1,0.0,30.326808929400002,-97.7589683533,Texas
1306,1510387002,Deca-Dance,failed,Music,Kyle Wilson,Flint,5000,11,2,60,No,,3,1,0.0,43.0175437927,-83.7127952576,Michigan
1307,782949997,Ceryus - Smoke & Mirrors (Rap/Hip Hop Debut Album),successful,Music,Ceryus,Los Angeles,800,800,26,30,Yes,142.0,1,1,1.0,34.018239975,-118.39637756350001,California
1308,330345401,iPhone 5 leather wallet case  Minimal + Versatile = Smart,successful,Design,Rare Audio Works | Joel Young,Murphys,15000,26755,467,45,Yes,132.0,23,3,9.0,38.1445083618,-120.4447364807,California
1309,4759690,"Danger Alley Debut album ""American Made""",failed,Music,Michael E. Coones,Salt Lake City,2000,110,5,30,Yes,297.0,0,1,0.0,40.7298851013,-111.8337440491,Utah
1310,12695313,Release the Skyline (Single + Stretch Goals),failed,Music,Release the Skyline,North Royalton,200,2,1,30,Yes,224.0,2,4,4.0,41.3174095154,-81.7542114258,Ohio
1311,863365097,Children 18:3 Final Album.,successful,Music,Children 18:3,Starbuck,25000,30634,672,45,No,,860,1,0.0,45.6093864441,-95.5460472107,Minnesota
1313,1751340031,"The Pfeiffer Twins' debut album ""Nobody's Puppet""",successful,Music,The Pfeiffer Twins,Newton,2000,5163,123,30,Yes,650.0,2,1,5.0,41.0491313934,-74.7661552429,New Jersey
1314,518140056,NOLA Vintage Upcycling Initial Funding Project,failed,Crafts,Michael Richardson,Shelbyville,10000,101,2,38,No,,0,1,0.0,39.5213680267,-85.7666168213,Indiana
1315,520279863,LOWRIDERS GAME,failed,Games,DANTE LYLES,Los Angeles,20000,7,2,30,No,,0,1,1.0,34.018239975,-118.39637756350001,California
1317,1114358486,Highland's Best Dressed,successful,Dance,Elizabeth Constantine,Clearwater,1800,1838,43,30,No,,179,1,0.0,27.960998535199998,-82.7410621643,Florida
1318,205086456,OAK: New Routes for U.S. Circus,failed,Art,Sarah Muehlbauer,Philadelphia,10000,2196,43,30,Yes,861.0,49,1,0.0,40.0138053894,-75.1232452393,Pennsylvania
1319,937582282,Sin Shake Sin - New Rock Project from Award Winning Producer,successful,Music,Stacy Hogan,Nashville,8500,8941,61,30,Yes,651.0,14,1,1.0,36.1912117004,-86.7920761108,Tennessee
1321,408662940,Good News for the Soul - Jethro Abe Mantle Gospel CD,failed,Music,Jethro A Mantle,Oakland,3250,875,14,30,Yes,178.0,0,1,3.0,43.440168380699994,-123.3033676147,Oregon
1322,863710304,"""Glacier National Park - Across the Seasons""",failed,Photography,Russ Nordstrand,Whitefish,5000,2179,38,30,Yes,374.0,0,1,0.0,48.412858963000005,-114.352394104,Montana
1325,2056663805,"Be a part of helping Kevin fund the CD, ""The Nightly Howl!""",failed,Music,Kevin McWha Steele,New York,5000,1220,26,34,Yes,362.0,30,2,3.0,40.706577300999996,-73.8823738098,New York
1327,1740541390,The Alchemical Nature of Being Radio Show,failed,Publishing,Kaila Knudsen,Salida,24869,1,1,30,No,,0,1,0.0,37.6946735382,-121.08108901979999,California
1328,1936749991,Let's Take Hawaiian Food Across the Lonestar State!!,failed,Food,C & H Hawaiian Grill,Copperas Cove,10000,1066,9,30,Yes,72.0,306,1,1.0,31.117676734899998,-97.9064064026,Texas
1329,334963249,Chaos Awakens Book 2,failed,Publishing,Heath Pfaff,Nunda,2900,1913,27,25,Yes,76.0,0,1,5.0,42.5887889862,-77.9302177429,New York
1332,1503927296,Here to There: Artist Residency at CAC Woodside,successful,Art,Shannon Gilbert,Troy,1200,1522,34,19,Yes,433.0,281,1,20.0,42.7316093445,-73.6849479675,New York
1333,247616809,Art Creation Studio a living artist studio platform for art,failed,Art,Mark P. Bromley,Denver,1000,100,1,30,Yes,54.0,4,2,0.0,39.773494720500004,-104.89710998540001,Colorado
1334,508439212,Crossover Miniatures - Robots and Super Hero Miniatures,successful,Games,Rusti,Franklin,2500,6412,72,23,Yes,324.0,56,3,12.0,44.983058929399995,-72.92138671880001,Vermont
1335,1803969192,KAMERON'S First Debut Album,failed,Music,KAMERON,Houston,19000,7771,7,45,No,,22,1,0.0,29.8564939499,-95.4170608521,Texas
1336,874269712,Barry Darnell & The Mobile Slim Band Live at The Hummingbird,failed,Music,Barry Darnell,Macon,3500,625,12,27,Yes,950.0,0,1,1.0,32.8391017914,-83.6721115112,Georgia
1337,25396677,We Became Owls - Second EP,successful,Music,We Became Owls,Oakland,6600,7909,145,35,Yes,1123.0,9,1,2.0,37.814783096300005,-122.25268554690001,California
1338,1968787359,Joe White My Documentary,successful,Film & Video,Joe White,Topeka,1300,1300,28,30,Yes,4537.0,0,2,0.0,39.0333328247,-95.6934509277,Kansas
1339,2105885237,The Unlucky Girl in Love Book,failed,Publishing,Kaitlyn Millet,New Orleans,2300,129,4,30,No,,0,1,0.0,30.015501976,-89.94888687129999,Louisiana
1340,936925226,365 - 2013: A Diary of People,failed,Publishing,Yue Li Art,East Lyme,15000,6840,187,28,Yes,523.0,0,2,1.0,41.3418178558,-72.2132644653,Connecticut
1342,353509834,~:BANDA CALACA:~,successful,Art,Hank Tusinski,Tucson,16750,16955,108,35,Yes,163.0,125,1,0.0,32.1805992126,-110.8912467957,Arizona
1343,1423023894,Doing Better Than Your Best: An Inspiring True Life Story,failed,Publishing,Chinenye Excel Ogugbue,Houston,3500,1235,21,29,Yes,924.0,2,1,1.0,29.8564939499,-95.4170608521,Texas
1344,183240052,HAIR'itage The Play.. Let's Continue The Sistah Hair Journey,failed,Art,Niccole Gaines,New York,7000,5,1,30,No,,12,1,1.0,40.706577300999996,-73.8823738098,New York
1345,797003254,APPLE STARS TOO!,successful,Games,Jesse Rexroad,Albuquerque,500,661,32,23,Yes,260.0,110,2,34.0,35.095998764,-106.58020019530001,New Mexico
1346,85318151,2nd Floor Rear 2014,failed,Art,Katie Waddell,Northwest Side,2000,970,26,14,Yes,474.0,161,3,6.0,41.9562091827,-87.7459144592,Illinois
1347,1927561875,Confident Loser's First EP,failed,Music,Taylor Addington,Red River,1000,125,3,30,No,,22,1,0.0,36.7147846222,-105.39199447629998,New Mexico
1349,118340765,Warriors of Kitri Animated Film,failed,Film & Video,Michael Johnson,Torrance,15000,1355,26,35,Yes,137.0,102,1,0.0,33.8419132233,-118.3397865295,California
1350,537063320,A Flock of Signs: An Artist's Book!,successful,Art,Kim Beck,New York,7405,8879,106,30,Yes,1118.0,0,1,9.0,40.706577300999996,-73.8823738098,New York
1351,1148868615,INSTEAD OF SLEEPING -YOUNG LUNGS,successful,Music,Instead of Sleeping,Pittsburgh,3000,3784,72,30,Yes,1889.0,60,2,1.0,40.4323062897,-79.9538764954,Pennsylvania
1352,1206459290,Rhythm Metal Gaming Dice,successful,Games,Darkness Sequel,Jupiter,7000,33209,559,40,No,,72,2,2.0,26.9281206131,-80.1190795898,Florida
1356,2082813402,Universe Rush,failed,Games,Kercus Holding Inc.,Alexandria,100000,2113,99,30,No,,1,1,0.0,38.780538559,-77.1112289429,Virginia
1358,1332036742,MoralesDance Presents,failed,Dance,MoralesDance,New York,4000,1026,12,30,Yes,538.0,0,2,0.0,40.706577300999996,-73.8823738098,New York
1360,906763251,The Beard Struggles - Short Film Series,failed,Film & Video,JR Levy,Los Angeles,1000,175,3,15,Yes,626.0,20,1,0.0,34.018239975,-118.39637756350001,California
1361,1126984813,"A portrait of The Binghampton Neighborhood in Memphis, TN",failed,Photography,Bill Piacesi,Memphis,25000,3291,52,41,Yes,456.0,101,1,0.0,35.126482009899995,-89.9317207336,Tennessee
1362,1494663334,Rocket Boy Clothing,failed,Fashion,Thalia Ayoub,Las Vegas,4000,103,5,30,Yes,102.0,5,1,0.0,36.1593837738,-115.1843681335,Nevada
1363,434747700,Painting Anna,successful,Film & Video,Vanessa Pantley,Redmond,4500,5342,66,30,Yes,412.0,6,1,3.0,47.6768169403,-122.1248588562,Washington
1364,1204006176,Not the Normal Fast Food Documentary,failed,Film & Video,Kyle W,Shawnee,18000,43,3,45,No,,0,1,0.0,39.0169620514,-94.7797355652,Kansas
1365,926674650,Birth Of Terror -,failed,Film & Video,Mansour Ghadarkhah (Man G),Las Vegas,129000,10450,21,30,No,,2,1,0.0,36.1593837738,-115.1843681335,Nevada
1366,1176670856,National Number Knockout,successful,Games,William and Leigh Bortins,Orlando,55180,57200,446,42,Yes,267.0,560,1,2.0,28.4906749725,-81.3569107056,Florida
1367,1857899363,DOG IN THE KITCHEN,failed,Publishing,Barbara Berkowitz,Beverly Hills,28500,7967,24,41,Yes,87.0,10,1,7.0,34.0936279297,-118.4092712402,California
1369,2097324612,757Electronica Compilation Album Volume 2,successful,Music,757 Electronica,Norfolk,750,775,22,30,Yes,703.0,10,2,2.0,36.8813552856,-76.2427558899,Virginia
1370,1366130419,The First Hammerstein,failed,Publishing,Adrea Nairne,Henderson,10000,250,4,44,No,,0,1,0.0,36.0266475677,-115.0172386169,Nevada
1371,938098151,On the table,failed,Music,All in all,Newark,50000,1,1,30,Yes,131.0,0,1,0.0,39.6993236542,-75.73595047,Delaware
1372,727073895,Clutch Drop,failed,Film & Video,Jared E Munson,Elizabethtown,2500000,1,1,30,Yes,79.0,12,1,0.0,37.7065944672,-85.8536643982,Kentucky
1373,1492907501,SortaSausage for the New Style of eating.,failed,Food,Molly Ainsley,Portland,22200,4855,60,44,Yes,246.0,30,1,4.0,45.538421630900004,-122.666431427,Oregon
1374,124163445,The Atrocity Exhibition 2014 : Museum of Dreams,successful,Art,MoroseMacabre,Pittsburgh,1300,1480,31,60,Yes,2734.0,212,4,2.0,40.4323062897,-79.9538764954,Pennsylvania
1375,310607447,"""Kingdom"" by Miranda Hall: First EP all original songs!",successful,Music,Miranda Hall,Overland Park,1200,1525,44,30,Yes,1099.0,3,1,1.0,38.9206886292,-94.68731307979999,Kansas
1376,1714601361,Throwing up hands,failed,Film & Video,Libby Middleson,Jackson,8000,40,1,11,Yes,271.0,0,1,0.0,32.3100376129,-90.1960906982,Mississippi
1377,1487312415,THE SLIM CASE vol.1,failed,Music,"WARREN, MEYER G",St. Paul,2000,15,2,54,Yes,4503.0,0,1,0.0,44.907003402700006,-93.0901222229,Minnesota
1378,2101315226,King Bone Press 2014 comic subscription extravaganza!,successful,Comics,Jon Westhoff,Chicago,3000,3181,97,28,Yes,289.0,18,3,36.0,41.8408851624,-87.72951889040002,Illinois
1379,1320111584,PLANT PODS - Bring Life & Beautiful Design to your Room,successful,Design,Domenic Fiorello,Cleveland,20000,20522,195,40,No,,428,1,1.0,41.5018901825,-81.6546592712,Ohio
1381,1986057070,The Black Dawg Project,failed,Music,Bo Garrett,Lawrenceburg,7000,440,11,54,No,,2,1,0.0,38.0334529877,-84.897605896,Kentucky
1382,1602694500,One Bag Bob's Guide to One Bag Travel,failed,Publishing,daniel murdock,Burien,6500,538,38,45,Yes,11.0,4,2,6.0,47.4607753754,-122.35241699219999,Washington
1383,1951850009,On Tour:  Exploring Creativity,failed,Film & Video,Camille Dixon,Los Angeles,30000,3995,41,30,Yes,329.0,122,1,2.0,34.018239975,-118.39637756350001,California
1384,1793381103,Scribes Arena - A Fantasy-Themed Word-Solving Game,successful,Games,Fredrick Chan,Los Angeles,25000,30987,264,29,Yes,381.0,17,1,3.0,34.018239975,-118.39637756350001,California
1385,2031112076,TANDA,successful,Film & Video,Aaron Philip,New York,15000,16231,209,30,Yes,186.0,0,1,0.0,40.706577300999996,-73.8823738098,New York
1386,2078093767,The World's First Seal N Snap Work Glove,failed,Fashion,John Kleweis,Dallas,12000,180,4,30,Yes,996.0,7,1,0.0,32.832572936999995,-96.79934692379999,Texas
1387,1480391172,Iggy's Egg Adventure,failed,Games,Ginger Labs LLC,St. Louis,50000,2683,37,35,Yes,28.0,197,1,2.0,38.6356201172,-90.3082389832,Missouri
1388,1097556005,Stay in touch with your Southern Roots,failed,Fashion,Frederick Littles & DL Maclin,San Antonio,4500,75,3,45,Yes,24.0,0,1,0.0,29.4660415649,-98.50783920290002,Texas
1389,413918593,Elephante,failed,Fashion,Dean Radmanovic,Orlando,5000,50,1,30,Yes,728.0,0,1,0.0,28.4906749725,-81.3569107056,Florida
1390,583991911,Dingbat 2.0 Architecture Publication,successful,Publishing,Los Angeles Forum,Los Angeles,12000,12575,189,43,Yes,305.0,348,1,0.0,34.018239975,-118.39637756350001,California
1393,1439161867,"A Refrigerated Slow Cooker, the CoolCooker, coolcooker.com",failed,Technology,Brian Kennedy,Ann Arbor,29900,3631,18,30,No,,39,1,1.0,42.271152496300004,-83.7333908081,Michigan
1394,1131222818,Flor de Maga Begins,successful,Publishing,Monty Hamilton,Austin,375,455,14,30,Yes,329.0,0,1,2.0,30.326808929400002,-97.7589683533,Texas
1395,83478995,YaCyPi - Turnkey Raspberry Pi based Internet Search Engine,successful,Technology,Obsidian Security Services,Baltimore,10000,17451,226,45,No,,21,1,0.0,39.2856521606,-76.6201553345,Maryland
1396,181802058,RESURRECTION - Inspiring Art of Today's Rising Youth,failed,Art,C.A. Hartway,Columbus,35000,5,1,25,Yes,896.0,5,2,1.0,39.9959201813,-82.9749565125,Ohio
1398,1405743927,Villages: a Construct and Conquer Card Game,successful,Games,Fridgecrisis Games,Salt Lake City,1000,132637,2901,30,Yes,199.0,72,1,22.0,40.7298851013,-111.8337440491,Utah
1399,539740228,Valedeathtorian,failed,Film & Video,Blake Lyons,New York,8000,456,7,60,Yes,1189.0,0,1,1.0,40.706577300999996,-73.8823738098,New York
1400,489692136,Bring FREE Pat the Roc Outwork Clinics Across the US!,failed,Art,Hoop Culture,Orlando,5000,2,1,30,No,,14,1,0.0,28.4906749725,-81.3569107056,Florida
1402,1977524810,BOSS Hot Sauce,failed,Food,Vinny Santoro,Morehead City,22500,386,17,40,Yes,451.0,4,1,0.0,34.7283172607,-76.7619628906,North Carolina
1403,1226148777,Anchorage Ballet: Creating the backdrop for Chopiniana.,failed,Dance,Anchorage Ballet,Anchorage,4850,2322,38,26,No,,0,1,0.0,61.165851593,-149.5607833862,Alaska
1404,361321496,BY CHANCE: Short Film,successful,Film & Video,Rowan University Cinema Workshop,Glassboro,1000,1415,22,30,Yes,507.0,17,1,0.0,39.7052440643,-75.1052398682,New Jersey
1405,2075168289,Geekaholic Apparel,failed,Fashion,Martin Ortega,Phoenix,8500,241,10,30,No,,0,1,1.0,33.583984375,-112.1066093445,Arizona
1406,1534370431,The Lottery Ticket  - Festival Submissions,failed,Film & Video,Brian Jagger,Sacramento,1650,415,11,30,Yes,2305.0,19,1,2.0,38.5963459015,-121.4176025391,California
1408,1887762679,Getting Tread Pad to Market,failed,Technology,Tread Pad Partners,Darien,150000,4440,27,35,No,,1,1,4.0,41.0639286041,-73.4800758362,Connecticut
1409,1481114838,Gonzo goes Mobile,failed,Food,Tal Caspi,Portland,15000,3867,76,30,Yes,222.0,0,1,2.0,45.538421630900004,-122.666431427,Oregon
1410,1589016603,The Face In The Door,failed,Film & Video,Marcus Dagan,Baltimore,3500,923,17,28,No,,2,1,0.0,39.2856521606,-76.6201553345,Maryland
